# started on Sat Mar 10 23:58:21 2018

     0.500191861,29803479,,L1-dcache-load-misses,1581882016,100.00,,,,
     0.500191861,3770889114,,instructions,1581954783,100.00,0.95,insn per cycle
     0.500191861,20113523,,l2_rqsts.miss,1581997733,100.00,,,,
     0.500191861,6261362,,branch-misses,1582038808,100.00,,,,
     0.500191861,3949687933,,cycles,1582079718,100.00,,,,
     0.500191861,903639,,LLC-load-misses,1582155060,100.00,,,,
     1.000511550,23507276,,L1-dcache-load-misses,1740357443,100.00,,,,
     1.000511550,3734211917,,instructions,1740391558,100.00,1.00,insn per cycle
     1.000511550,16517657,,l2_rqsts.miss,1740415401,100.00,,,,
     1.000511550,2681467,,branch-misses,1740438772,100.00,,,,
     1.000511550,3493063051,,cycles,1740463013,100.00,,,,
     1.000511550,305350,,LLC-load-misses,1740485611,100.00,,,,
     1.500801379,22865287,,L1-dcache-load-misses,1791795518,100.00,,,,
     1.500801379,3793529116,,instructions,1791819138,100.00,1.04,insn per cycle
     1.500801379,17056840,,l2_rqsts.miss,1791836286,100.00,,,,
     1.500801379,2730106,,branch-misses,1791857601,100.00,,,,
     1.500801379,3494149894,,cycles,1791876684,100.00,,,,
     1.500801379,321428,,LLC-load-misses,1791893046,100.00,,,,
     2.001084633,22193056,,L1-dcache-load-misses,1827630139,100.00,,,,
     2.001084633,3923128297,,instructions,1827647607,100.00,1.08,insn per cycle
     2.001084633,16123384,,l2_rqsts.miss,1827660312,100.00,,,,
     2.001084633,2748430,,branch-misses,1827673282,100.00,,,,
     2.001084633,3585757264,,cycles,1827685896,100.00,,,,
     2.001084633,337216,,LLC-load-misses,1827698817,100.00,,,,
     2.501363992,24094951,,L1-dcache-load-misses,1850006921,100.00,,,,
     2.501363992,3913066818,,instructions,1850020580,100.00,1.08,insn per cycle
     2.501363992,15709447,,l2_rqsts.miss,1850030376,100.00,,,,
     2.501363992,2831170,,branch-misses,1850039840,100.00,,,,
     2.501363992,3665570664,,cycles,1850049223,100.00,,,,
     2.501363992,342501,,LLC-load-misses,1850058869,100.00,,,,
     3.002456888,23025824,,L1-dcache-load-misses,1861059684,100.00,,,,
     3.002456888,3953061040,,instructions,1861069922,100.00,1.09,insn per cycle
     3.002456888,16260498,,l2_rqsts.miss,1861077968,100.00,,,,
     3.002456888,2747107,,branch-misses,1861085936,100.00,,,,
     3.002456888,3612576435,,cycles,1861093732,100.00,,,,
     3.002456888,344325,,LLC-load-misses,1861101434,100.00,,,,
     3.502718318,23772903,,L1-dcache-load-misses,1865567515,100.00,,,,
     3.502718318,3828867252,,instructions,1865577091,100.00,1.06,insn per cycle
     3.502718318,17422153,,l2_rqsts.miss,1865584211,100.00,,,,
     3.502718318,2825452,,branch-misses,1865591028,100.00,,,,
     3.502718318,3575881213,,cycles,1865597867,100.00,,,,
     3.502718318,328922,,LLC-load-misses,1865604535,100.00,,,,
     4.002995120,23234589,,L1-dcache-load-misses,1869454416,100.00,,,,
     4.002995120,3831880043,,instructions,1869462660,100.00,1.06,insn per cycle
     4.002995120,16251993,,l2_rqsts.miss,1869468695,100.00,,,,
     4.002995120,2754368,,branch-misses,1869474731,100.00,,,,
     4.002995120,3576784042,,cycles,1869480470,100.00,,,,
     4.002995120,316495,,LLC-load-misses,1869486444,100.00,,,,
     4.503248921,24377863,,L1-dcache-load-misses,1878228713,100.00,,,,
     4.503248921,3938675660,,instructions,1878232532,100.00,1.09,insn per cycle
     4.503248921,16118665,,l2_rqsts.miss,1878235566,100.00,,,,
     4.503248921,2794089,,branch-misses,1878238663,100.00,,,,
     4.503248921,3676524499,,cycles,1878241646,100.00,,,,
     4.503248921,337281,,LLC-load-misses,1878244528,100.00,,,,
     5.005171068,24524181,,L1-dcache-load-misses,1884013127,100.00,,,,
     5.005171068,3891171617,,instructions,1884017662,100.00,1.07,insn per cycle
     5.005171068,17336595,,l2_rqsts.miss,1884021088,100.00,,,,
     5.005171068,2831925,,branch-misses,1884024243,100.00,,,,
     5.005171068,3655707624,,cycles,1884028068,100.00,,,,
     5.005171068,373561,,LLC-load-misses,1884033411,100.00,,,,
     5.506064046,23204727,,L1-dcache-load-misses,1885281074,100.00,,,,
     5.506064046,3861504417,,instructions,1885287278,100.00,1.07,insn per cycle
     5.506064046,17466523,,l2_rqsts.miss,1885292009,100.00,,,,
     5.506064046,2763034,,branch-misses,1885296555,100.00,,,,
     5.506064046,3566431178,,cycles,1885300910,100.00,,,,
     5.506064046,307043,,LLC-load-misses,1885305165,100.00,,,,
     6.006357787,22423389,,L1-dcache-load-misses,1889509774,100.00,,,,
     6.006357787,3962335605,,instructions,1889515451,100.00,1.09,insn per cycle
     6.006357787,15785351,,l2_rqsts.miss,1889519637,100.00,,,,
     6.006357787,2750557,,branch-misses,1889524077,100.00,,,,
     6.006357787,3643556975,,cycles,1889528171,100.00,,,,
     6.006357787,305557,,LLC-load-misses,1889532114,100.00,,,,
     6.506641592,23882072,,L1-dcache-load-misses,1893164406,100.00,,,,
     6.506641592,3919474836,,instructions,1893169691,100.00,1.08,insn per cycle
     6.506641592,15535207,,l2_rqsts.miss,1893173653,100.00,,,,
     6.506641592,2706119,,branch-misses,1893177596,100.00,,,,
     6.506641592,3653344025,,cycles,1893181435,100.00,,,,
     6.506641592,309597,,LLC-load-misses,1893185436,100.00,,,,
     7.006917213,23094815,,L1-dcache-load-misses,1895934148,100.00,,,,
     7.006917213,3900294641,,instructions,1895937251,100.00,1.07,insn per cycle
     7.006917213,15738901,,l2_rqsts.miss,1882403172,100.00,,,,
     7.006917213,2667295,,branch-misses,1895941183,100.00,,,,
     7.006917213,3655621527,,cycles,1895942179,100.00,,,,
     7.006917213,313851,,LLC-load-misses,1895944134,100.00,,,,
     7.507498523,22175567,,L1-dcache-load-misses,1896445105,100.00,,,,
     7.507498523,3867120203,,instructions,1896450149,100.00,1.07,insn per cycle
     7.507498523,16466978,,l2_rqsts.miss,1896453735,100.00,,,,
     7.507498523,2663072,,branch-misses,1896457377,100.00,,,,
     7.507498523,3592900409,,cycles,1896461052,100.00,,,,
     7.507498523,340993,,LLC-load-misses,1896464509,100.00,,,,
     8.009701404,23108480,,L1-dcache-load-misses,1899132122,100.00,,,,
     8.009701404,3983998188,,instructions,1899136309,100.00,1.10,insn per cycle
     8.009701404,16066762,,l2_rqsts.miss,1899139387,100.00,,,,
     8.009701404,2770160,,branch-misses,1899142564,100.00,,,,
     8.009701404,3638861026,,cycles,1899145606,100.00,,,,
