Timestamp,L1-dcache-load-misses,instructions,l2_rqsts.miss,branch-misses,cycles,LLC-load-misses
     0.010123649,341659,49791347,262327,206541,73076586,40113
     0.020323114,145667,68429097,147460,235935,100309819,1912
     0.030482305,106555,62714604,105620,231499,94225548,3358
     0.040647654,126069,68064178,117810,233766,99880738,1337
     0.050787992,155977,74780630,119472,234522,104457100,456
     0.060919429,152057,74205789,114862,231481,104050780,428
     0.071049366,151850,73774074,119339,233384,103882647,868
     0.081183236,19688,89855784,24474,228344,104398777,1500
     0.092115803,127586,71566290,130524,253968,105455163,2022
     0.102286532,74896,42646326,170550,190920,70994472,1717
     0.112434302,182952,47505123,343085,161559,68621761,3834
     0.122706898,194750,29011851,317888,22227,25238262,4558
     0.132886063,151434,49439579,151656,24347,26438231,1997
     0.143064032,149613,49697257,146418,24545,26435111,2239
     0.153206448,184355,54256990,196297,45091,28839293,5405
     0.163355420,157257,52903468,110516,25216,26344557,392
     0.173483355,160625,52707603,113325,24805,26289343,381
     0.183625679,190138,55292622,183594,41544,28859334,4037
     0.193766403,158654,52458736,125875,25862,26286745,744
     0.203894579,158802,52408048,122138,25038,26288658,401
     0.214022592,162450,52499123,121453,24873,26287995,405
     0.224154230,188037,54327666,192329,38739,28538309,4027
     0.234299701,159544,52821294,122399,25358,26334912,256
     0.244419151,164457,50575637,144454,25161,26274821,835
     0.254572071,204210,50502695,235556,40772,29405410,5308
     0.264725824,166220,50280916,171566,25826,27105148,2284
     0.274878545,153398,51829469,120727,24458,26356597,756
     0.285013892,149433,53286614,107280,24646,26308451,589
     0.295150722,175979,54788919,179479,41339,28446260,4230
     0.305284969,143230,52803814,108894,24043,26307478,360
     0.315414993,146755,52823351,113049,23914,26292901,465
     0.325546438,149389,52726521,114292,23840,26301245,451
     0.335679165,171344,52779396,170029,40758,27373643,4011
     0.345845808,162869,49723822,148338,26329,26389168,745
     0.355985027,153997,52447606,119413,26541,26321148,635
     0.366129357,184107,55034974,187742,40894,28680221,4471
     0.376273304,139016,52947859,116159,24695,26333923,162
     0.386400234,141147,52394471,120831,23981,26285011,212
     0.396538106,141916,53070768,119228,24050,26315942,209
     0.406676419,175944,54633315,186490,41647,28755805,4245
     0.416800898,145759,52785655,114186,23960,26280177,498
     0.426923783,151790,51774061,130614,23827,26274354,492
     0.437071331,185713,54586364,188626,39224,28444672,4310
     0.447204778,157742,52013257,120605,26734,26202135,531
     0.457360975,161316,52237647,126925,26610,26363229,623
     0.467476291,158510,52672716,119005,26365,26256732,518
     0.477607246,193749,52227656,196691,41297,29368723,4526
     0.487743018,145532,53188071,104456,25414,26310964,114
     0.497877544,147778,53157145,104830,25180,26302063,135
     0.508000852,149358,52041081,118824,24342,26280889,318
     0.518132605,177236,55312359,181726,43369,28976127,3790
     0.528270510,145732,52446061,112951,26258,26318453,195
     0.538406349,149940,52697870,115213,25901,26311587,216
     0.548533915,174860,54654169,176978,44342,28457265,3856
     0.558688516,152378,51309715,144269,25722,26368007,925
     0.568840891,150053,52023918,132708,25880,26351633,747
     0.578976809,154720,52364740,132041,25270,26310332,496
     0.589103076,168191,54768008,174895,40841,28460492,3704
     0.599249883,136362,52889685,109363,24069,26336361,126
     0.609391108,137400,52694299,116236,23439,26323041,351
     0.619547968,178820,54452580,179022,38378,28449812,3794
     0.629700310,152008,52363489,130947,26727,26355725,422
     0.639839099,150764,52690245,127366,25573,26317543,287
     0.649981609,152114,52869413,124962,25410,26325271,188
     0.660123255,201513,48182499,232596,40562,29385040,4793
     0.670281737,148754,52356644,119503,26014,26371138,370
     0.680436712,147470,52822802,114055,25958,26293627,264
     0.690616210,149343,53139496,117511,28159,26670339,1185
     0.700765392,166224,55191495,172210,39589,28492616,3093
     0.710902781,135747,53027399,110555,25289,26314696,360
     0.721045431,147536,50213387,137039,24465,26321083,1711
     0.731182920,177991,55536218,184757,40926,29010616,5422
     0.741325388,158705,52671842,115058,25061,26204401,513
     0.751449111,158472,52814774,110163,24758,26275184,340
     0.761589405,164008,50706863,123923,24444,26318014,532
     0.771731329,203447,49191329,211046,41436,29273306,5683
     0.781874595,157729,53943467,107931,24218,26334774,388
     0.792012703,160236,53178969,114262,24521,26315037,418
     0.802145234,194915,54664882,191259,41383,28530644,4145
     0.812305003,149050,52668805,126262,26028,26322900,314
     0.822470764,131444,45587634,110393,21687,22736326,155
     0.832620620,151633,52908822,130243,24923,26347958,191
     0.842758274,182312,55565281,193808,38197,28556983,3763
     0.852902352,149201,53071727,123183,24096,26332436,170
     0.863040963,150932,53234012,123819,23880,26319259,192
     0.873180477,154923,52438032,133168,24158,26319576,341
     0.883313584,181405,56385273,170747,41760,29101151,4202
     0.893463287,150699,52773725,111004,26204,26346197,156
     0.903609716,151356,53269429,112963,25559,26337311,183
     0.913799608,180773,55066074,186276,43572,28808406,4081
     0.923930061,150244,50680725,147527,24892,26296684,320
     0.934027907,145193,52379469,120218,24373,26209362,220
     0.944170753,148901,52498308,128955,24500,26326711,220
     0.954309168,166718,52253875,183017,41882,28418483,3957
     0.964454473,117491,44928027,91991,20936,22692852,176
     0.974587192,135130,49583573,114465,23158,26301659,229
     0.984714022,148765,52338973,136742,35494,26725884,2773
     0.994857629,181453,52914222,180638,26066,28945191,2572
     1.004994269,119332,40865904,99191,19170,20852741,396
