Timestamp,L1-dcache-load-misses,instructions,l2_rqsts.miss,branch-misses,cycles,LLC-load-misses
     0.040124055,579172,223154566,464356,882405,335563396,42152
     0.080335470,590501,292819851,433905,917794,404522793,4099
     0.120499231,430579,290572744,373644,742800,339310594,4036
     0.160662847,638651,205030541,575537,126291,106217013,5212
     0.200817945,723220,183360046,712464,115341,106181260,12739
     0.240965532,593077,211497666,503349,130397,106285413,4023
     0.281206363,561261,213715752,601466,127390,106376758,4359
     0.321350738,619652,205964551,524461,119747,104093998,4011
     0.361607083,627817,211055178,748271,147086,109794021,8555
     0.401763536,591548,207163377,655261,128048,107152689,4206
     0.441922416,614993,211380317,527363,125220,106569713,4051
     0.482079644,620896,206140379,581016,128293,106534281,4238
     0.522333660,594945,210973355,590983,129693,107788429,4198
     0.562479995,612536,208101606,523259,123047,106645158,4717
     0.602643684,632905,209795236,541873,127426,107320331,4304
     0.642819465,579974,197809731,531105,124488,102425270,6217
     0.682971565,489981,211213337,557176,130728,106331205,4227
     0.723129589,616386,211872650,525095,129504,106667012,3942
     0.763273358,715418,201257179,632302,127102,110287243,9649
     0.803437556,634872,211344032,514515,120985,106956768,4858
     0.843608166,617921,208622023,507271,116895,106071592,5361
     0.883749272,591116,209706863,519299,122779,106235760,5218
     0.923937974,627094,211050733,584056,128802,107605496,5634
     0.964087040,696110,177749285,972618,119738,106114148,8372
     1.004249912,621065,208747489,529066,131477,107422805,5718
     1.044404659,608416,209669180,533371,130947,107279570,6157
     1.084570888,627046,201962731,541916,117941,107723139,13452
     1.124748385,605375,211253015,644116,125801,108030354,6301
     1.164895030,603486,200596089,685748,125973,106359636,6688
     1.205041269,578275,212748793,645356,131186,107241509,8319
     1.245207097,606052,209824959,682817,130930,108404124,10920
     1.285361284,633270,202905027,541896,122457,106227503,5916
     1.325519444,620828,211871119,536104,128081,106583911,4606
     1.365674325,602685,204653221,609580,122682,105931230,7548
     1.405837098,592497,211647252,675478,119613,106290886,6649
     1.446015626,597376,210160410,614729,121635,106256411,5033
     1.486173126,628861,207511567,598741,128587,107219904,6516
     1.526331996,629890,205835399,571212,128292,106791826,6184
     1.566488308,650849,209563407,596505,130229,106709294,5346
     1.606646715,620839,206802249,518286,121085,106387842,5486
     1.646806457,609690,214132393,558667,133267,108634023,8858
     1.686963226,658464,196085177,536291,117357,106546700,5677
     1.727118608,598667,208722633,490887,117992,107028496,5851
     1.767261368,627487,207775367,561957,121962,107427335,5406
