Timestamp,L1-dcache-load-misses,instructions,l2_rqsts.miss,branch-misses,cycles,LLC-load-misses
0.160174179,9079090,727318270,7424161,3201121,831902826,464121
0.320471285,10509023,1203562193,5840233,1710358,1378894687,108795
0.480741861,7720449,1241974696,6093497,956777,1178506710,112801
0.64101442,6979014,1122306083,5488061,879390,1064058996,122812
0.801285131,7240332,1177223950,5307283,927120,1131663049,117556
0.961560981,6909424,1129515640,6124804,886308,1093181971,98511
1.121830282,7799825,1190689388,5536362,954515,1146881791,92516
1.282098812,7497833,1223933398,5566528,899261,1175863222,88925
1.442397723,7102877,1237713842,5397540,909058,1160311462,112116
1.602660638,7103745,1220700538,5427222,915601,1154935106,113181
1.762932961,7046561,1228344322,4946345,887241,1166342646,98904
1.923216996,7071780,1243407801,5133430,915750,1178635170,90476
2.083491879,7381838,1227897393,5509380,904682,1176126450,89257
2.244486184,7266134,1211084672,5423655,920624,1148612232,112362
2.404783585,6602600,1292341295,4592654,865079,1189272799,101435
2.56505124,7311831,1185115461,5156364,921398,1141238100,100841
2.725346523,7568018,1225568546,5375752,930120,1174612951,91928
2.88561715,6971451,1218631646,5279378,888853,1145104320,116477
3.045888624,6946200,1171710092,5840848,883798,1118399795,101541
3.206163456,7204273,1225819476,5236699,909051,1165480735,88788
3.366409742,7159973,1206282295,5640913,916217,1152749558,119786
3.526677315,7156546,1219938240,5160733,898433,1154339824,110802
3.686945603,6833830,1287321259,4673904,866466,1189528962,98575
3.847215,7534599,1232859281,5317189,943396,1170020340,108081
4.007492923,7198000,1239711837,5232855,929786,1182924752,108702
4.16777504,6800409,1242775767,4894497,901757,1181346691,108853
4.328120697,6682480,1232539500,5011412,906602,1157745120,100789
4.488392544,6871978,1233062238,5127935,871527,1160763882,103576
4.648650689,6823200,1197243457,5135875,901029,1133625490,101973
4.808911327,7472974,1222679641,5520891,924800,1165959836,88780
4.969181783,6475312,1171881773,5906844,883977,1073357606,96004
5.131736748,7025676,1231311076,5658750,941014,1153364753,113512
5.292035576,7078419,1215054971,4904937,941869,1162733411,92415
5.452313677,7291258,1263501194,4964063,919883,1195323172,101200
5.61257939,6972000,1234662257,5276176,930268,1148252755,111569
5.772849017,7509627,1257031004,5470362,942557,1183462622,113437
5.933117388,7090587,1267161667,5316212,907095,1174571590,102777
6.093390577,6943867,1297225331,5037498,897286,1187809443,94744
6.253670869,7359749,1248109122,4960023,916092,1190177169,114278
6.413954887,7348257,1222985332,5351664,933717,1169316653,106919
6.57423461,7685690,1197066266,5427635,922717,1155210378,107973
6.734504068,6751069,1276894497,4875651,882981,1173353157,110795
6.894767893,7719432,1168763216,6066182,936925,1144045902,109018
7.055061242,7255067,1134445035,5937480,920984,1108393856,93371
7.215342295,7566105,1233612727,4982444,928216,1187558334,91989
7.375618785,7372197,1240608932,5055823,919098,1186974913,92864
7.535891309,7925760,1204787567,5455669,970677,1166380198,118898
7.696164165,7305731,1258715984,5152892,913118,1178903482,101188
7.856427776,7333689,1203733026,5314264,950657,1139463143,106191
8.01670385,7718236,1200577871,5441169,959283,1158687867,95919
8.176980184,6843630,1272503721,4876506,900607,1176717528,103160
8.3373241,7318933,1203334997,5410669,915317,1166572113,105290
8.497600787,6711879,1234738098,5144672,836457,1168020575,97462
8.657889889,6701113,1244484388,5188255,861408,1159318252,89013
8.818161328,6654970,1211519136,5226721,867450,1124201283,105897
8.978412478,7286707,1119481375,6171133,907496,1091552950,106903
9.138690747,6804919,1257996237,5287087,898521,1174268251,91013
9.298971161,7183978,1249935009,5416072,911434,1171082875,103610
9.459245738,7394051,1206598761,5132123,922146,1166435043,102597
9.619512503,6855421,1240328799,4975088,902978,1155919931,112179
9.779787326,7786127,1215741221,5387914,919443,1166734716,103486
9.940062429,7735908,1224896473,5440779,911977,1166056370,109043
10.100349157,7323358,1252785535,5399572,921662,1177450516,108777
10.266706397,7975415,1279137989,5756463,952519,1220443468,106453
10.42699496,6995658,1262703189,4884942,896969,1155059676,105856
10.587258574,7453306,1224475826,5389513,936267,1160009202,115021
10.754485563,7410315,1263255643,5337203,933631,1179090780,107166
10.91475551,6934643,1198695649,5988472,946437,1126483693,120844
11.075031529,6789848,1212546109,5604967,895279,1141266739,98057
11.238700271,7212570,1264558166,5208906,899235,1199622229,98559
11.398972641,6926583,1246600211,4918081,898728,1174967716,101475
11.559244523,6990428,1244217549,5073121,910528,1158316963,114974
11.719519735,7426016,1261280937,5038020,896413,1183574748,98022
11.879791418,6950102,1259892926,5012777,929737,1167521528,114419
12.040095391,7110949,1265638654,5262160,906231,1190910492,99722
12.200376425,6986585,1260012820,5037994,893969,1173194295,102044
12.36065403,7283948,1219653661,5271770,901758,1163873781,108529
12.520921989,7190124,1168107672,5646079,871410,1110811000,110157
12.681196238,6701216,1279777036,4807100,899148,1175111501,109476
12.841397473,3188246,660366707,2818152,524631,513764245,128725
13.001599427,7903031,598260466,4210054,1631089,864934053,346408
13.16187841,9042046,1349072863,5245832,1468619,1396621196,106861
13.32226393,7215953,1263630913,4874241,912551,1168133142,102603
13.482547077,7649997,1254971817,4925416,930705,1171723114,101720
13.642817456,7126220,1226679663,5115869,880782,1119445218,104819
13.803154316,7341428,1284325264,4821998,857087,1164306927,93527
13.963432671,6836848,1296368792,4986021,838516,1158535050,90299
14.123724561,7785674,1258826983,5164226,861680,1168565201,91474
14.28401252,6843825,1291230686,4497725,826826,1145183266,84181
