Timestamp,L1-dcache-load-misses,instructions,l2_rqsts.miss,branch-misses,cycles,LLC-load-misses
0.010119736,302191,27393416,388936,250733,25586404,10433
0.020405756,275167,28345670,372465,236890,27868226,18100
0.030586352,318804,30489637,456487,285837,28741013,8559
0.040738084,353491,31979874,359506,276597,28299439,8832
0.050883098,357362,36893712,319277,292483,28522233,6407
0.061059747,360101,36629122,332367,277982,28872514,12381
0.07120846,502719,35585490,372435,235740,29298174,33612
0.081361731,378025,39051667,314225,140474,35756007,54207
0.091495527,542143,20448912,604463,87670,28910910,97164
0.101674563,588822,28665638,636730,201379,48687978,114372
0.111896693,595649,62905482,557643,264669,100115192,90109
0.122129312,522591,52660986,627242,217554,93440945,86773
0.132321934,934502,72126961,577483,215659,97920144,56627
0.142520671,640940,46460806,369614,144405,76325010,16496
0.152777617,763772,39516573,250336,105035,69958951,10802
0.163016592,1019707,45526487,276494,106089,77914927,8672
0.17326959,1137394,52733005,229066,149849,96988958,14887
0.183505819,1310244,72069235,377334,128301,103829911,5450
0.193713667,1160845,58006475,308366,156759,98117161,5277
0.203914871,1234540,62622449,257960,146577,102051669,5578
0.214103379,958113,78602370,322824,139628,104575026,5023
0.22428348,764813,68896646,220883,166834,102600750,2555
0.234473662,759228,80868573,427062,153503,103373263,4773
0.244666626,695877,89448792,460737,125820,104439215,7169
0.254874828,641399,76912052,649123,87354,83260905,12366
0.265078157,825540,97185588,559217,85445,104485143,7059
0.275291895,643430,107328230,564501,104118,101813740,14694
0.285502954,795749,97871451,590091,90968,103884728,12422
0.297985175,886372,128238911,607551,99895,128213793,11227
0.308143444,415722,122609747,291224,51556,103438797,4040
0.318351132,785262,99717624,582649,110922,103764307,13769
0.328561369,788772,100541205,465665,88035,104883422,6420
0.338768545,780581,97790297,509543,89211,103019387,5234
0.348969605,741085,103947012,451193,82541,104449937,5740
0.359154641,237634,106957930,229010,33649,83156527,4365
0.369356495,632897,102870651,478570,95146,99112015,13262
0.379567626,783964,101394038,468351,85993,104720559,7828
0.392359113,826240,136451855,520582,103172,131281538,7993
0.402557191,441105,119969998,294278,57045,102313707,3168
