Timestamp,L1-dcache-load-misses,instructions,l2_rqsts.miss,branch-misses,cycles,LLC-load-misses
     0.500152083,17161015,3469730634,16287256,5948905,2886234946,575021
     1.000400515,15936533,4005049806,13949801,2830462,2664985925,175852
     1.500616086,12783853,3642587384,12822475,2463575,2237088801,171786
     2.000838816,11476382,3454083538,11725846,2299718,2055232585,143325
     2.501054883,11866342,3324177658,13856883,2267313,2050734352,157297
     3.001250497,13148251,3152519614,11218867,2294444,2158619792,147103
     3.501555435,12227930,3439153332,12231296,2339566,2136988624,155147
     4.001780112,12738825,3265798413,11194230,2276846,2145565544,140010
     4.501976913,12383435,3440058841,13720828,2328528,2130878051,160213
     5.002194852,11587112,3497454819,12145657,2374827,2104153756,160602
     5.502415889,11540435,3484903992,11871520,2330499,2098560206,153997
     6.002654315,11456614,3563223477,12291653,2336224,2083677725,155402
     6.502873480,11877993,3388484805,13389009,2322266,2067636901,190841
     7.003098764,11099521,3568801642,12274711,2307149,2063979042,143811
     7.503339773,11334474,3531306118,11799573,2337160,2082313072,161047
     8.003559536,11620809,3434905113,11433033,2351427,2092304325,145507
     8.503781053,12390428,3309590395,13978501,2333707,2108304305,156356
     9.003974163,12068122,3415698214,11952102,2310461,2112919566,143728
     9.504187829,12434061,3398640915,11742903,2353475,2149703559,138942
    10.004401117,11877964,3445986939,11211792,2309140,2128832144,131165
    10.504624190,11959608,3426402021,14069142,2263801,2076631627,171297
    11.004858745,11829877,3454050252,11386540,2312845,2099629082,142477
    11.505074842,11807188,3498821697,11877710,2358108,2114301528,157861
    12.005291326,11581364,3451777248,11444799,2276061,2119651805,145090
    12.505501995,11829394,3400246311,13626634,2309096,2068906326,164183
    13.005722595,11327858,3544118754,11732863,2306292,2079889356,143644
    13.505943006,11821620,3481809643,11865799,2323271,2103670815,154886
    14.006162246,11543708,3506514850,11384812,2343344,2091996400,139025
    14.506390973,11689325,3444637399,13727587,2290455,2059707593,143807
    15.006583685,12374137,3381230084,11765304,2317168,2135923697,140206
    15.506792615,12234517,3447097183,12096984,2338937,2127855549,147309
    16.007017741,11531378,3517292395,11553834,2383713,2095615165,139015
    16.507233521,11966348,3423724868,13377745,2293726,2077470493,147656
    17.007448708,11482238,3537647479,11913445,2317169,2085212195,144691
    17.507662485,11465861,3575122542,11668876,2371721,2106810431,157210
    18.007889619,11772231,3608933354,11899877,2411516,2125431465,143504
    18.508110179,11899902,3452160874,13511631,2343522,2109750162,160272
    19.008330094,11849368,3533364550,12298096,2340753,2130601238,149368
    19.508527825,11900477,3545206254,11754671,2347475,2148109070,153800
    20.008749520,11418402,3607297034,11515841,2373409,2120387140,153145
    20.508979132,13072037,3240948870,13733658,2282325,2144841542,185074
    21.009199423,11783581,3613844847,12011110,2407543,2145542736,153436
    21.509437708,11562682,3588354354,12004854,2351469,2109937920,141201
    22.009661052,11946363,3595764722,11656631,2349640,2139770472,151159
    22.509884749,12496098,3313956923,13208255,2334001,2125433377,177665
    23.010080869,11974550,3656266160,12003566,2343043,2153266685,150627
    23.510308651,11987271,3477685549,11833704,2325813,2146232064,151065
    24.010503521,12450362,3400686463,11585051,2384139,2176190877,147301
    24.510732691,12827075,3316488203,12603868,2342800,2165772015,179067
    25.010958104,12049499,3519659139,11906314,2368633,2136835289,155200
    25.511151704,11967128,3607694502,11902915,2364797,2159375520,151468
    26.011394987,12097276,3533592384,12047115,2351041,2154578176,137173
    26.511631560,12415262,3333606170,13390848,2326822,2111795738,180465
    27.011841741,11776309,3648273998,12106502,2384063,2147825948,145889
    27.512073910,12876349,3442245461,11910309,2389197,2187307341,140236
    28.012306220,12539298,3472707789,11864617,2359354,2157023395,145923
    28.512534778,13389456,3269492698,13354343,2324924,2191082027,162550
    29.012750975,11684282,3658551312,11962468,2398768,2131294222,151648
    29.512984433,11964885,3539842250,12165333,2374697,2131045656,151746
    30.013201318,11763850,3617744943,10789449,2401411,2144726477,144009
    30.513419296,12914946,3377851579,13102335,2337300,2167312295,166780
    31.013636739,11321724,3687186006,11499016,2355521,2113441866,162193
    31.513874966,11833501,3622006421,11725065,2309725,2140008137,148944
    32.014090757,12113846,3564593644,10947810,2343547,2158820970,142049
    32.514316321,12074105,3527050961,13929729,2348134,2112987282,167864
    33.014536047,11326614,3611155906,11687936,2345566,2102382800,155223
    33.514755165,12657034,3041403033,10988431,2199276,2121871585,159707
    34.014973252,11469719,3680546776,11560894,2389858,2123926983,148173
    34.515191405,12834429,3334436154,14006410,2273824,2139116532,163307
    35.015407387,11678149,3605728878,12094688,2399253,2135382328,156766
    35.515621658,11311672,3632317792,11703236,2395778,2116649506,141754
